matrix_rows,matrix_columns,matrix_tasks,matrix_density,density_profile,average_nonzeros_per_row,skew_profile,row_degree_zipf_alpha,repetition,seed,cache_policy,victim_admission,d_block_bytes,q_block_bytes,device_capacity_bytes,host_capacity_bytes,row_major_total_io_operations,row_major_total_io_bytes,row_major_ssd_io_operations,row_major_ssd_io_bytes,row_major_host_to_device_io_operations,row_major_host_to_device_io_bytes,row_major_device_to_host_io_operations,row_major_device_to_host_io_bytes,diskjoin_mecc_total_io_operations,diskjoin_mecc_total_io_bytes,diskjoin_mecc_ssd_io_operations,diskjoin_mecc_ssd_io_bytes,diskjoin_mecc_host_to_device_io_operations,diskjoin_mecc_host_to_device_io_bytes,diskjoin_mecc_device_to_host_io_operations,diskjoin_mecc_device_to_host_io_bytes,block_rcm_total_io_operations,block_rcm_total_io_bytes,block_rcm_ssd_io_operations,block_rcm_ssd_io_bytes,block_rcm_host_to_device_io_operations,block_rcm_host_to_device_io_bytes,block_rcm_device_to_host_io_operations,block_rcm_device_to_host_io_bytes,diskjoin_mecc_to_row_major_total_io_operations_ratio,diskjoin_mecc_to_row_major_total_io_bytes_ratio,diskjoin_mecc_to_row_major_ssd_io_operations_ratio,diskjoin_mecc_to_row_major_ssd_io_bytes_ratio,diskjoin_mecc_to_block_rcm_total_io_operations_ratio,diskjoin_mecc_to_block_rcm_total_io_bytes_ratio,diskjoin_mecc_to_block_rcm_ssd_io_operations_ratio,diskjoin_mecc_to_block_rcm_ssd_io_bytes_ratio,block_rcm_to_row_major_total_io_operations_ratio,block_rcm_to_row_major_total_io_bytes_ratio,block_rcm_to_row_major_ssd_io_operations_ratio,block_rcm_to_row_major_ssd_io_bytes_ratio,best_total_io_operations_scheduler,best_total_io_bytes_scheduler,best_ssd_io_operations_scheduler,best_ssd_io_bytes_scheduler
2462,2462,39392,0.006498781478472786,degree-16,16.0,uniform,0.0,0,5020036,lru,future,67108864,67108864,268435456,536870912,78784,5287104741376,41815,2806157148160,39,2617245696,36930,2478330347520,78782,5286970523648,41500,2785017856000,353,23689428992,36929,2478263238656,78782,5286970523648,41638,2794278879232,215,14428405760,36929,2478263238656,0.9999746141348497,0.9999746141348497,0.9924668181274662,0.9924668181274662,1.0,1.0,0.9966857197752054,0.9966857197752054,0.9999746141348497,0.9999746141348497,0.9957670692335286,0.9957670692335286,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc,diskjoin_mecc
2462,2462,39392,0.006498781478472786,degree-16,16.0,moderate-zipf,0.8,0,5020137,belady,future,67108864,67108864,268435456,536870912,47130,3162840760320,39519,2652075196416,1590,106703093760,6021,404062470144,47056,3157874704384,36568,2454036938752,2414,162000797696,8074,541836967936,46020,3088349921280,38092,2556310847488,1677,112541564928,6251,419497508864,0.9984298748143433,0.9984298748143433,0.9253270578708975,0.9253270578708975,1.0225119513255105,1.0225119513255105,0.9599915992859394,0.9599915992859394,0.9764481222151495,0.9764481222151495,0.96389078671019,0.96389078671019,block_rcm,block_rcm,diskjoin_mecc,diskjoin_mecc
2462,2462,39392,0.006498781478472786,degree-16,16.0,moderate-zipf,0.8,0,5020137,lru,future,67108864,67108864,268435456,536870912,78784,5287104741376,41789,2804412317696,65,4362076160,36930,2478330347520,78670,5279454330880,39834,2673214488576,1963,131734700032,36873,2474505142272,78782,5286970523648,40528,2719788040192,1325,88919244800,36929,2478263238656,0.9985530056864338,0.9985530056864338,0.953217353849099,0.953217353849099,0.9985783554619075,0.9985783554619075,0.9828760363205685,0.9828760363205685,0.9999746141348497,0.9999746141348497,0.969824594989112,0.969824594989112,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
2462,2462,39392,0.006498781478472786,degree-16,16.0,high-zipf,1.4,0,5020238,belady,future,67108864,67108864,268435456,536870912,44158,2963393216512,40286,2703547695104,865,58049167360,3007,201796354048,43060,2889707683840,39236,2633083387904,932,62545461248,2892,194078834688,43096,2892123602944,39679,2662812614656,809,54291070976,2608,175019917312,0.9751347434213506,0.9751347434213506,0.9739363550613116,0.9739363550613116,0.9991646556524968,0.9991646556524968,0.9888354041180474,0.9888354041180474,0.9759499977354047,0.9759499977354047,0.9849327309735392,0.9849327309735392,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
2462,2462,39392,0.006498781478472786,degree-16,16.0,high-zipf,1.4,0,5020238,lru,future,67108864,67108864,268435456,536870912,78422,5262811332608,41454,2781930848256,43,2885681152,36925,2477994803200,77208,5181341171712,40480,2716566814720,410,27514634240,36318,2437259722752,77232,5182951784448,40772,2736162603008,130,8724152320,36330,2438065029120,0.9845196500981868,0.9845196500981868,0.9765040768080282,0.9765040768080282,0.9996892479801118,0.9996892479801118,0.9928382223094281,0.9928382223094281,0.984825686669557,0.984825686669557,0.9835480291407344,0.9835480291407344,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
6214,6214,6214,0.000160926939169617,degree-1,1.0,uniform,0.0,0,6000025,belady,future,67108864,67108864,268435456,536870912,12914,866643869696,12140,814701608960,180,12079595520,594,39862665216,10166,682228711424,10166,682228711424,0,0,0,0,10166,682228711424,10166,682228711424,0,0,0,0,0.7872076815858758,0.7872076815858758,0.8373970345963756,0.8373970345963756,1.0,1.0,1.0,1.0,0.7872076815858758,0.7872076815858758,0.8373970345963756,0.8373970345963756,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm
6214,6214,6214,0.000160926939169617,degree-1,1.0,uniform,0.0,0,6000025,lru,future,67108864,67108864,268435456,536870912,14684,985426558976,12388,831344607232,37,2483027968,2259,151598923776,10166,682228711424,10166,682228711424,0,0,0,0,10166,682228711424,10166,682228711424,0,0,0,0,0.6923181694361209,0.6923181694361209,0.8206328705198579,0.8206328705198579,1.0,1.0,1.0,1.0,0.6923181694361209,0.6923181694361209,0.8206328705198579,0.8206328705198579,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm
6214,6214,6214,0.000160926939169617,degree-1,1.0,moderate-zipf,0.8,0,6000126,belady,future,67108864,67108864,268435456,536870912,9895,664042209280,9141,613442125824,179,12012486656,575,38587596800,8766,588276301824,8318,558211530752,104,6979321856,344,23085449216,8857,594383208448,8451,567137009664,118,7918845952,288,19327352832,0.8859019706922688,0.8859019706922688,0.9099660868613937,0.9099660868613937,0.9897256407361409,0.9897256407361409,0.9842622174890545,0.9842622174890545,0.8950985346134411,0.8950985346134411,0.9245159172957007,0.9245159172957007,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
6214,6214,6214,0.000160926939169617,degree-1,1.0,moderate-zipf,0.8,0,6000126,lru,future,67108864,67108864,268435456,536870912,11685,784167075840,9376,629212708864,39,2617245696,2270,152337121280,10115,678806159360,8455,567405445120,175,11744051200,1485,99656663040,10125,679477248000,8595,576800686080,40,2684354560,1490,99992207360,0.8656397090286693,0.8656397090286693,0.9017704778156996,0.9017704778156996,0.9990123456790123,0.9990123456790123,0.9837114601512508,0.9837114601512508,0.8664955070603337,0.8664955070603337,0.9167022184300341,0.9167022184300341,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
6214,6214,6214,0.000160926939169617,degree-1,1.0,high-zipf,1.4,0,6000227,belady,future,67108864,67108864,268435456,536870912,7125,478150656000,6655,446609489920,115,7717519360,355,23823646720,6965,467413237760,6592,442381631488,101,6777995264,272,18253611008,6986,468822523904,6644,445871292416,100,6710886400,242,16240345088,0.9775438596491228,0.9775438596491228,0.9905334335086401,0.9905334335086401,0.996993987975952,0.996993987975952,0.9921733895243829,0.9921733895243829,0.9804912280701754,0.9804912280701754,0.9983471074380166,0.9983471074380166,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
6214,6214,6214,0.000160926939169617,degree-1,1.0,high-zipf,1.4,0,6000227,lru,future,67108864,67108864,268435456,536870912,8900,597268889600,6794,455937622016,24,1610612736,2082,139720654848,8814,591497527296,6711,450367586304,64,4294967296,2039,136834973696,8842,593376575488,6773,454528335872,16,1073741824,2053,137774497792,0.9903370786516854,0.9903370786516854,0.9877833382396232,0.9877833382396232,0.9968332956344719,0.9968332956344719,0.9908460062010925,0.9908460062010925,0.9934831460674157,0.9934831460674157,0.9969090373859287,0.9969090373859287,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
6214,6214,24856,0.000643707756678468,degree-4,4.0,uniform,0.0,0,6010032,belady,future,67108864,67108864,268435456,536870912,33732,2263716200448,29891,2005951053824,755,50667192320,3086,207097954304,27947,1875491422208,24385,1636449648640,697,46774878208,2865,192266895360,30447,2043263582208,26578,1783619387392,770,51673825280,3099,207970369536,0.8285011265267402,0.8285011265267402,0.8157973972098626,0.8157973972098626,0.917890104115348,0.917890104115348,0.9174881480924073,0.9174881480924073,0.902614727854856,0.902614727854856,0.889163962396708,0.889163962396708,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
6214,6214,24856,0.000643707756678468,degree-4,4.0,uniform,0.0,0,6010032,lru,future,67108864,67108864,268435456,536870912,49801,3342088536064,31001,2080441892864,62,4160749568,18738,1257485893632,47919,3215789654016,25058,1681613914112,5064,339839287296,17797,1194336452608,49807,3342491189248,27527,1847305699328,3539,237498269696,18741,1257687220224,0.9622095941848557,0.9622095941848557,0.8082965065643044,0.8082965065643044,0.9620936816110185,0.9620936816110185,0.9103062447778545,0.9103062447778545,1.0001204795084435,1.0001204795084435,0.8879390987387503,0.8879390987387503,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
6214,6214,24856,0.000643707756678468,degree-4,4.0,moderate-zipf,0.8,0,6010133,belady,future,67108864,67108864,268435456,536870912,33551,2251569496064,30001,2013333028864,715,47982837760,2835,190253629440,29884,2005481291776,26296,1764694687744,711,47714402304,2877,193072201728,30845,2069972910080,27558,1849386074112,686,46036680704,2601,174550155264,0.8907037048076063,0.8907037048076063,0.876504116529449,0.876504116529449,0.9688442211055276,0.9688442211055276,0.9542056753029973,0.9542056753029973,0.9193466662692618,0.9193466662692618,0.9185693810206327,0.9185693810206327,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
6214,6214,24856,0.000643707756678468,degree-4,4.0,moderate-zipf,0.8,0,6010133,lru,future,67108864,67108864,268435456,536870912,49815,3343028060160,31004,2080643219456,62,4160749568,18749,1258224091136,44921,3014597279744,27329,1834018144256,1290,86570434560,16302,1094008700928,45323,3041575043072,28456,1909649833984,364,24427626496,16503,1107497582592,0.9017564990464719,0.9017564990464719,0.881466907495807,0.881466907495807,0.9911303311784304,0.9911303311784304,0.9603949957829632,0.9603949957829632,0.9098263575228345,0.9098263575228345,0.9178170558637595,0.9178170558637595,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
6214,6214,24856,0.000643707756678468,degree-4,4.0,high-zipf,1.4,0,6010234,belady,future,67108864,67108864,268435456,536870912,27516,1846567501824,25952,1741609238528,321,21541945344,1243,83416317952,26964,1809523408896,25612,1718792224768,320,21474836480,1032,69256347648,27227,1827173040128,25832,1733556174848,300,20132659200,1095,73484206080,0.9799389446140427,0.9799389446140427,0.9868988902589396,0.9868988902589396,0.9903404708561354,0.9903404708561354,0.9914834314029111,0.9914834314029111,0.9894970199156854,0.9894970199156854,0.9953760789149199,0.9953760789149199,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
6214,6214,24856,0.000643707756678468,degree-4,4.0,high-zipf,1.4,0,6010234,lru,future,67108864,67108864,268435456,536870912,45055,3023589867520,26395,1771338465280,18,1207959552,18642,1251043442688,44635,2995404144640,26028,1746709512192,175,11744051200,18432,1236950581248,44761,3003859861504,26245,1761272135680,21,1409286144,18495,1241178439680,0.9906780601487072,0.9906780601487072,0.986095851487024,0.986095851487024,0.9971850494850428,0.9971850494850428,0.9917317584301771,0.9917317584301771,0.993474642104095,0.993474642104095,0.9943171055124077,0.9943171055124077,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
6214,6214,99424,0.002574831026713872,degree-16,16.0,uniform,0.0,0,6020039,belady,future,67108864,67108864,268435456,536870912,117244,7868111650816,100965,6775646453760,3027,203138531328,13252,889326665728,123054,8258014150656,90426,6068386136064,6939,465668407296,25689,1723959607296,114078,7655644987392,96405,6469630033920,3332,223606734848,14341,962408218624,1.0495547746579783,1.0495547746579783,0.8956172931213787,0.8956172931213787,1.0786830063640667,1.0786830063640667,0.9379803952077175,0.9379803952077175,0.972996485960902,0.972996485960902,0.9548358341999703,0.9548358341999703,block_rcm,block_rcm,diskjoin_mecc,diskjoin_mecc
6214,6214,99424,0.002574831026713872,degree-16,16.0,uniform,0.0,0,6020039,lru,future,67108864,67108864,268435456,536870912,198846,13344329170944,105584,7085622296576,53,3556769792,93209,6255150104576,198842,13344060735488,104978,7044954324992,657,44090523648,93207,6255015886848,198848,13344463388672,105129,7055087763456,509,34158411776,93210,6255217213440,0.9999798839302777,0.9999798839302777,0.9942604940142445,0.9942604940142445,0.9999698261989057,0.9999698261989057,0.998563669396646,0.998563669396646,1.0000100580348612,1.0000100580348612,0.9956906349446886,0.9956906349446886,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
6214,6214,99424,0.002574831026713872,degree-16,16.0,moderate-zipf,0.8,0,6020140,belady,future,67108864,67108864,268435456,536870912,115395,7744027361280,101854,6835306233856,2537,170255187968,11004,738465939456,114570,7688662548480,94765,6359571496960,4100,275146342400,15705,1053944709120,112295,7535989882880,98015,6577675304960,2735,183542743040,11545,774771834880,0.9928506434420902,0.9928506434420902,0.9304003770102304,0.9304003770102304,1.0202591388752837,1.0202591388752837,0.9668418099270519,0.9668418099270519,0.9731357511157329,0.9731357511157329,0.9623087949417795,0.9623087949417795,block_rcm,block_rcm,diskjoin_mecc,diskjoin_mecc
6214,6214,99424,0.002574831026713872,degree-16,16.0,moderate-zipf,0.8,0,6020140,lru,future,67108864,67108864,268435456,536870912,198848,13344463388672,105574,7084951207936,64,4294967296,93210,6255217213440,198528,13322988552192,100920,6772626554880,4558,305882202112,93050,6244479795200,198844,13344194953216,102238,6861076037632,3398,228035919872,93208,6255082995712,0.9983907306083039,0.9983907306083039,0.9559171765775665,0.9559171765775665,0.9984108145078554,0.9984108145078554,0.9871085115123536,0.9871085115123536,0.9999798841326037,0.9999798841326037,0.9684013109288272,0.9684013109288272,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
6214,6214,99424,0.002574831026713872,degree-16,16.0,high-zipf,1.4,0,6020241,belady,future,67108864,67108864,268435456,536870912,108118,7255676157952,102120,6853157191680,1198,80396419072,4800,322122547200,106214,7127900880896,100030,6712899665920,1369,91872034816,4815,323129180160,106452,7143872790528,100902,6771418595328,1158,77712064512,4392,294742130688,0.9823896113505615,0.9823896113505615,0.9795338817077948,0.9795338817077948,0.9977642505542405,0.9977642505542405,0.9913579512794592,0.9913579512794592,0.9845909099317413,0.9845909099317413,0.9880728554641598,0.9880728554641598,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
6214,6214,99424,0.002574831026713872,degree-16,16.0,high-zipf,1.4,0,6020241,lru,future,67108864,67108864,268435456,536870912,197024,13222056820736,103790,6965228994560,26,1744830464,93208,6255082995712,194662,13063545683968,101957,6842218446848,678,45499809792,92027,6175827427328,194762,13070256570368,102500,6878658560000,185,12415139840,92077,6179182870528,0.9880116127984409,0.9880116127984409,0.9823393390500048,0.9823393390500048,0.9994865528183116,0.9994865528183116,0.9947024390243903,0.9947024390243903,0.9885191651778463,0.9885191651778463,0.987571056941902,0.987571056941902,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
15689,15689,15689,6.37389253617184e-05,degree-1,1.0,uniform,0.0,0,7000028,belady,future,67108864,67108864,268435456,536870912,32331,2169696681984,30924,2075274510336,290,19461570560,1117,74960601088,25675,1723020083200,25675,1723020083200,0,0,0,0,25675,1723020083200,25675,1723020083200,0,0,0,0,0.794129473260957,0.794129473260957,0.8302612857327641,0.8302612857327641,1.0,1.0,1.0,1.0,0.794129473260957,0.794129473260957,0.8302612857327641,0.8302612857327641,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm
15689,15689,15689,6.37389253617184e-05,degree-1,1.0,uniform,0.0,0,7000028,lru,future,67108864,67108864,268435456,536870912,37077,2488195350528,31319,2101782511616,57,3825205248,5701,382587633664,25675,1723020083200,25675,1723020083200,0,0,0,0,25675,1723020083200,25675,1723020083200,0,0,0,0,0.6924778164360655,0.6924778164360655,0.819789903892206,0.819789903892206,1.0,1.0,1.0,1.0,0.6924778164360655,0.6924778164360655,0.819789903892206,0.819789903892206,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm
15689,15689,15689,6.37389253617184e-05,degree-1,1.0,moderate-zipf,0.8,0,7000129,belady,future,67108864,67108864,268435456,536870912,24549,1647455502336,23130,1552228024320,296,19864223744,1123,75363254272,21834,1465254936576,20991,1408682164224,171,11475615744,672,45097156608,22132,1485253378048,21404,1436398125056,190,12750684160,538,36104568832,0.889404863741904,0.889404863741904,0.9075226977950713,0.9075226977950713,0.9865353334538225,0.9865353334538225,0.980704541207251,0.980704541207251,0.9015438510733634,0.9015438510733634,0.9253782965845223,0.9253782965845223,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
15689,15689,15689,6.37389253617184e-05,degree-1,1.0,moderate-zipf,0.8,0,7000129,lru,future,67108864,67108864,268435456,536870912,29341,1969041178624,23547,1580212420608,36,2415919104,5758,386412838912,25515,1712282664960,21246,1425794924544,424,28454158336,3845,258033582080,25573,1716174979072,21647,1452705579008,52,3489660928,3874,259979739136,0.869602263044886,0.869602263044886,0.902280545292394,0.902280545292394,0.9977319829507684,0.9977319829507684,0.981475493139927,0.981475493139927,0.8715790191200027,0.8715790191200027,0.9193103155391344,0.9193103155391344,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
15689,15689,15689,6.37389253617184e-05,degree-1,1.0,high-zipf,1.4,0,7000230,belady,future,67108864,67108864,268435456,536870912,17381,1166419165184,16652,1117496803328,155,10401873920,574,38520487936,17080,1146219397120,16538,1109846392832,139,9328132096,403,27044872192,17109,1148165554176,16615,1115013775360,147,9865003008,347,23286775808,0.9826822392267418,0.9826822392267418,0.9931539754984386,0.9931539754984386,0.9983049856800514,0.9983049856800514,0.9953656334637376,0.9953656334637376,0.9843507278062252,0.9843507278062252,0.9977780446793179,0.9977780446793179,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
15689,15689,15689,6.37389253617184e-05,degree-1,1.0,high-zipf,1.4,0,7000230,lru,future,67108864,67108864,268435456,536870912,22230,1491830046720,16864,1131723882496,14,939524096,5352,359166640128,22092,1482569023488,16714,1121657552896,95,6375342080,5283,354536128512,22126,1484850724864,16806,1127831568384,20,1342177280,5300,355676979200,0.9937921727395411,0.9937921727395411,0.9911053130929791,0.9911053130929791,0.9984633462894332,0.9984633462894332,0.9945257646078781,0.9945257646078781,0.9953216374269006,0.9953216374269006,0.9965607210626186,0.9965607210626186,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
15689,15689,62756,0.0002549557014468736,degree-4,4.0,uniform,0.0,0,7010035,belady,future,67108864,67108864,268435456,536870912,83337,5592651399168,76565,5138190172160,1218,81738596352,5554,372722630656,68610,4604339159040,62309,4181486206976,1141,76571213824,5160,346281738240,75083,5038734835712,68056,4567160848384,1253,84087406592,5774,387486580736,0.8232837755138774,0.8232837755138774,0.8138052635016,0.8138052635016,0.913788740460557,0.913788740460557,0.9155548371929,0.9155548371929,0.9009563579202515,0.9009563579202515,0.8888656696924182,0.8888656696924182,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
15689,15689,62756,0.0002549557014468736,degree-4,4.0,uniform,0.0,0,7010035,lru,future,67108864,67108864,268435456,536870912,125789,8441556893696,78364,5258919018496,79,5301600256,47346,3177336274944,121271,8138359046144,63429,4256648134656,12755,855973560320,45087,3025737351168,125785,8441288458240,69639,4673394180096,8802,590692220928,47344,3177202057216,0.964082709934891,0.964082709934891,0.8094150375172273,0.8094150375172273,0.9641133680486544,0.9641133680486544,0.9108258303536811,0.9108258303536811,0.9999682007170738,0.9999682007170738,0.8886606094635292,0.8886606094635292,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
15689,15689,62756,0.0002549557014468736,degree-4,4.0,moderate-zipf,0.8,0,7010136,belady,future,67108864,67108864,268435456,536870912,83062,5574196461568,76739,5149867114496,1131,75900125184,5192,348429221888,73620,4940554567680,67212,4510520967168,1192,79993765888,5216,350039834624,76518,5135036055552,70656,4741643894784,1092,73282879488,4770,320109281280,0.8863258770556933,0.8863258770556933,0.8758519136293149,0.8758519136293149,0.9621265584568337,0.9621265584568337,0.9512567934782609,0.9512567934782609,0.9212154775950495,0.9212154775950495,0.9207313100248896,0.9207313100248896,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
15689,15689,62756,0.0002549557014468736,degree-4,4.0,moderate-zipf,0.8,0,7010136,lru,future,67108864,67108864,268435456,536870912,125823,8443838595072,78370,5259321671680,71,4764729344,47382,3179752194048,113405,7610480721920,69165,4641584578560,3067,205822885888,41173,2763073257472,114527,7685776867328,72111,4839287291904,682,45768245248,41734,2800721330176,0.9013058025957098,0.9013058025957098,0.8825443409467909,0.8825443409467909,0.9902031835287749,0.9902031835287749,0.9591463160960186,0.9591463160960186,0.9102230911677516,0.9102230911677516,0.920135255837693,0.920135255837693,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
15689,15689,62756,0.0002549557014468736,degree-4,4.0,high-zipf,1.4,0,7010237,belady,future,67108864,67108864,268435456,536870912,67727,4545082032128,65199,4375430823936,467,31339839488,2061,138311368704,66567,4467235749888,64531,4330602102784,453,30400315392,1583,106233331712,67159,4506964197376,64960,4359391805440,443,29729226752,1756,117843165184,0.9828724142513325,0.9828724142513325,0.9897544440865658,0.9897544440865658,0.9911850980508942,0.9911850980508942,0.9933959359605912,0.9933959359605912,0.9916133890472042,0.9916133890472042,0.9963342996058222,0.9963342996058222,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
15689,15689,62756,0.0002549557014468736,degree-4,4.0,high-zipf,1.4,0,7010237,lru,future,67108864,67108864,268435456,536870912,112933,7578805338112,65847,4418917367808,19,1275068416,47067,3158612901888,112189,7528876343296,65163,4373014904832,331,22213033984,46695,3133648404480,112399,7542969204736,65559,4399590014976,40,2684354560,46800,3140694835200,0.9934120230579193,0.9934120230579193,0.9896122830197276,0.9896122830197276,0.998131655975587,0.998131655975587,0.9939596394087769,0.9939596394087769,0.9952715326786679,0.9952715326786679,0.995626224429359,0.995626224429359,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
15689,15689,251024,0.0010198228057874943,degree-16,16.0,uniform,0.0,0,7020042,belady,future,67108864,67108864,268435456,536870912,287395,19286751969280,259342,17404147007488,4786,321183023104,23267,1561421938688,294867,19788189401088,237814,15959427383296,10551,708065624064,46502,3120696393728,277690,18635460444160,247340,16598706421760,5345,358696878080,25005,1678057144320,1.025999060526453,1.025999060526453,0.9169899206453255,0.9169899206453255,1.0618567467319673,1.0618567467319673,0.9614862133096143,0.9614862133096143,0.9662311452878443,0.9662311452878443,0.9537213409320511,0.9537213409320511,block_rcm,block_rcm,diskjoin_mecc,diskjoin_mecc
15689,15689,251024,0.0010198228057874943,degree-16,16.0,uniform,0.0,0,7020042,lru,future,67108864,67108864,268435456,536870912,502048,33691870953472,266658,17895115456512,55,3690987520,235335,15793064509440,502030,33690662993920,265355,17807672606720,1349,90529857536,235326,15792460529664,502048,33691870953472,265481,17816128323584,1232,82678120448,235335,15793064509440,0.999964146854484,0.999964146854484,0.9951135911917137,0.9951135911917137,0.999964146854484,0.999964146854484,0.9995253897642392,0.9995253897642392,1.0,1.0,0.9955861065484628,0.9955861065484628,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
15689,15689,251024,0.0010198228057874943,degree-16,16.0,moderate-zipf,0.8,0,7020143,belady,future,67108864,67108864,268435456,536870912,284756,19109651677184,260593,17488100196352,4127,276958281728,20036,1344593199104,280335,18812963389440,243344,16330539401216,6996,469493612544,29995,2012930375680,276251,18538890788864,250923,16839157481472,4390,294607912960,20938,1405125394432,0.9844744272289259,0.9844744272289259,0.9338086594804925,0.9338086594804925,1.0147836568917397,1.0147836568917397,0.9697955149587723,0.9697955149587723,0.9701323238140724,0.9701323238140724,0.9628923263479833,0.9628923263479833,block_rcm,block_rcm,diskjoin_mecc,diskjoin_mecc
15689,15689,251024,0.0010198228057874943,degree-16,16.0,moderate-zipf,0.8,0,7020143,lru,future,67108864,67108864,268435456,536870912,502048,33691870953472,266636,17893639061504,77,5167382528,235335,15793064509440,500994,33621138210816,255136,17121887125504,11050,741552947200,234808,15757698138112,502048,33691870953472,258633,17356566822912,8080,542239621120,235335,15793064509440,0.9979005991458983,0.9979005991458983,0.9568700400546063,0.9568700400546063,0.9979005991458983,0.9979005991458983,0.9864789102705378,0.9864789102705378,1.0,1.0,0.9699852983093056,0.9699852983093056,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
15689,15689,251024,0.0010198228057874943,degree-16,16.0,high-zipf,1.4,0,7020244,belady,future,67108864,67108864,268435456,536870912,266896,17911087366144,257668,17291806769152,1688,113279762432,7540,506000834560,263684,17695533694976,253649,17022096244736,2002,134351945728,8033,539085504512,264051,17720162648064,255424,17141214478336,1659,111333605376,6968,467614564352,0.9879653497991727,0.9879653497991727,0.9844024093018924,0.9844024093018924,0.9986101169849764,0.9986101169849764,0.993050770483588,0.993050770483588,0.9893404172411726,0.9893404172411726,0.9912911188040424,0.9912911188040424,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
15689,15689,251024,0.0010198228057874943,degree-16,16.0,high-zipf,1.4,0,7020244,lru,future,67108864,67108864,268435456,536870912,495406,33246133878784,260053,17451861409792,22,1476395008,235331,15792796073984,491106,32957565763584,256625,17221812224000,1300,87241523200,233181,15648512016384,491432,32979443253248,257774,17298920308736,314,21072183296,233344,15659450761216,0.9913202504612378,0.9913202504612378,0.9868180717007687,0.9868180717007687,0.9993366325351218,0.9993366325351218,0.9955426070899315,0.9955426070899315,0.9919782965890603,0.9919782965890603,0.9912364018104002,0.9912364018104002,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
39610,39610,39610,2.5246149962130775e-05,degree-1,1.0,uniform,0.0,0,8000031,belady,future,67108864,67108864,268435456,536870912,80968,5433670500352,78479,5266636537856,473,31742492672,2016,135291469824,64595,4334897070080,64595,4334897070080,0,0,0,0,64595,4334897070080,64595,4334897070080,0,0,0,0,0.7977843098508053,0.7977843098508053,0.823086430764918,0.823086430764918,1.0,1.0,1.0,1.0,0.7977843098508053,0.7977843098508053,0.823086430764918,0.823086430764918,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm
